Lead ID,Lead Source,Lead Status,Date of Lead Generation,Date of Last Contact,Sales Amount,Region,Salesperson,Conversion Date,Lead Qualification,Course Type,Follow-up Status,Marketing Campaign,Lead Score,Student Type,
c7c1b764-717d-458d-a326-6ccee20bce7b,Social Media,Lost,07-10-2025,07-10-2025,0,South,Raj,,Unqualified,Salesforce,Contacted,Referral Program,95,Student,
fe5fc581-c80e-41ac-9561-c86bf3c87a81,Google Ads,Lost,09-01-2025,09-01-2025,0,East,Raj,,Qualified,Power BI,No Follow-up,Organic Search,42,Fresher,
b11537d9-2405-467c-93f4-d3bb9b86ed10,Social Media,Lost,11-02-2025,11-02-2025,0,West,Raj,,Qualified,Power BI,Follow-up Scheduled,Google Ads Campaign,35,Working Professional,
02a50720-bb14-4ea5-9704-76a461f2a816,Google Ads,Converted,11-09-2025,24-07-2025,4612,East,John,01-10-2025,Qualified,Power BI,No Follow-up,Facebook Ads,54,Fresher,
5cf9edfb-ac48-4dbb-a4e0-0d4ff1a92bf2,Social Media,Contacted,30-07-2025,23-03-2025,0,North,Priya,,Unqualified,Data Analytics,Follow-up Scheduled,Organic Search,46,Student,
5b618ad5-534f-498a-86a3-7d19e83d8f0a,Social Media,Contacted,04-10-2025,20-04-2025,0,North,Raj,,Unqualified,Power BI,Contacted,Referral Program,74,Working Professional,
110e67b2-e8cc-4c0e-ac9e-9b2b4f545704,Organic,Lost,01-02-2025,01-02-2025,0,North,Raj,,Unqualified,Salesforce,Follow-up Scheduled,Organic Search,83,Working Professional,
e03cd364-f195-40bf-8ee3-7bf2e794fd5e,Google Ads,Lost,13-04-2025,13-04-2025,0,West,Mary,,Unqualified,Salesforce,Follow-up Scheduled,Referral Program,71,Fresher,
04930f16-333e-48e9-85e0-1a976470d8d7,Social Media,Contacted,30-05-2025,26-04-2025,0,West,John,,Unqualified,Java Full Stack,No Follow-up,Facebook Ads,54,Fresher,
91b01570-a2d5-4e7a-9b3a-bd65d2802430,Organic,Contacted,28-03-2025,25-04-2025,0,West,Mary,,Qualified,Power BI,Contacted,Google Ads Campaign,91,Working Professional,
4b1a2945-80c0-42bf-9824-ab31ceec7d54,Social Media,Lost,12-06-2025,12-06-2025,0,South,Mary,,Unqualified,Java Full Stack,No Follow-up,Referral Program,32,Fresher,
ae8b039b-481a-4694-be95-452519683a97,Google Ads,Contacted,27-03-2025,20-06-2025,0,West,John,,Unqualified,Power BI,Follow-up Scheduled,Facebook Ads,45,Student,
f02c2877-0a74-4d88-a463-0c3da1d01132,Google Ads,Contacted,12-08-2025,01-10-2025,0,East,Priya,,Qualified,Data Analytics,Pending Follow-up,Google Ads Campaign,61,Working Professional,
308411cd-132c-4593-b5ec-164226cc5b15,Google Ads,Lost,11-06-2025,11-06-2025,0,East,Priya,,Qualified,Power BI,Pending Follow-up,Referral Program,63,Student,
0fa4bd94-1274-47e5-b4c5-ff28c187c482,Google Ads,Lost,22-05-2025,22-05-2025,0,North,Raj,,Qualified,Salesforce,Contacted,Google Ads Campaign,41,Fresher,
f5f455c9-ffd7-463d-a209-9eec40040806,Social Media,Contacted,01-06-2025,20-01-2025,0,East,Priya,,Unqualified,Salesforce,Pending Follow-up,Google Ads Campaign,62,Student,
aa4de7b3-bb90-4261-8436-5f917895f117,Social Media,Converted,20-09-2025,24-03-2025,3798,South,Priya,16-02-2025,Unqualified,Salesforce,No Follow-up,Referral Program,45,Student,
fd7ef71c-920f-406c-ba1b-ba18fe009186,Social Media,Contacted,07-03-2025,27-03-2025,0,North,Mary,,Unqualified,Salesforce,Pending Follow-up,Organic Search,39,Student,
b32e3574-562e-4ead-89b2-fd00c80084a5,Google Ads,Contacted,12-01-2025,19-09-2025,0,North,Mary,,Qualified,Salesforce,Contacted,Referral Program,68,Student,
41e55303-cc2c-4a7e-b6f8-e55071e29ff2,Social Media,Converted,22-03-2025,14-01-2025,4574,South,John,04-08-2025,Unqualified,Salesforce,Pending Follow-up,Facebook Ads,78,Student,
f9292b3f-e5db-4b48-af74-6a8e2e13fcfb,Google Ads,Converted,30-06-2025,29-08-2025,3558,South,Priya,09-07-2025,Qualified,Java Full Stack,Follow-up Scheduled,Facebook Ads,48,Working Professional,
12dfa3a8-e4b2-48e6-9607-2ff063d7d2ed,Organic,Converted,17-06-2025,20-02-2025,3229,West,Priya,05-10-2025,Qualified,Java Full Stack,Pending Follow-up,Google Ads Campaign,85,Student,
d16201b8-49fb-46ac-92b3-4011eaee3c8d,Google Ads,Contacted,21-04-2025,20-07-2025,0,East,John,,Unqualified,Power BI,Contacted,Google Ads Campaign,52,Student,
3e24a4bc-9026-4ad1-9042-c233c050d08f,Referral,Contacted,24-04-2025,12-08-2025,0,West,Priya,,Unqualified,Data Analytics,No Follow-up,Facebook Ads,92,Student,
1afc761a-a9f5-419c-9d09-dbe16b33a9ee,Social Media,Converted,20-02-2025,01-02-2025,4310,East,Raj,03-02-2025,Unqualified,Salesforce,Pending Follow-up,Organic Search,40,Student,
dfb6f107-3643-42a7-89cd-5832708b653e,Referral,Lost,05-06-2025,05-06-2025,0,North,Priya,,Unqualified,Data Analytics,No Follow-up,Google Ads Campaign,92,Student,
6601f335-c0ce-4e47-a4a3-b265bae217ba,Google Ads,Converted,14-01-2025,29-06-2025,4411,South,John,07-08-2025,Unqualified,Data Analytics,No Follow-up,Referral Program,79,Working Professional,
f87ced4f-6dea-4f7c-871a-88345e66e029,Organic,Contacted,28-04-2025,13-10-2025,0,East,Mary,,Qualified,Java Full Stack,Follow-up Scheduled,Google Ads Campaign,44,Working Professional,
655bd6ae-5673-45f9-b00e-78be1bdf3d94,Social Media,Lost,12-10-2025,12-10-2025,0,West,Priya,,Qualified,Power BI,No Follow-up,Facebook Ads,53,Student,
dfbdca43-d5d0-42bd-97bf-c876521427f3,Google Ads,Converted,03-08-2025,22-06-2025,2033,West,John,20-09-2025,Qualified,Data Analytics,Contacted,Google Ads Campaign,31,Fresher,
98a8f3fb-a8ac-432b-9e07-694f0799d8fc,Referral,Contacted,13-06-2025,20-06-2025,0,North,Raj,,Qualified,Salesforce,Follow-up Scheduled,Facebook Ads,30,Working Professional,
ecdee356-1775-417b-929e-7d245fe82ea1,Referral,Lost,24-03-2025,24-03-2025,0,East,Priya,,Qualified,Java Full Stack,No Follow-up,Facebook Ads,68,Student,
eb2824e2-397d-4831-90e3-cd32046fc384,Referral,Contacted,16-09-2025,07-06-2025,0,North,Priya,,Unqualified,Data Analytics,Contacted,Referral Program,77,Student,
488a885a-c67c-437a-ac29-0690ea589dde,Organic,Contacted,15-07-2025,16-09-2025,0,South,Mary,,Qualified,Salesforce,No Follow-up,Google Ads Campaign,83,Student,
ff9b6aa6-9bbe-42be-9db8-b000e2d00da0,Referral,Contacted,21-03-2025,18-01-2025,0,West,Priya,,Unqualified,Power BI,No Follow-up,Facebook Ads,64,Fresher,
459e556c-3948-4ebf-83a1-ff5d2f015fe9,Referral,Contacted,27-02-2025,05-01-2025,0,East,Raj,,Qualified,Salesforce,No Follow-up,Google Ads Campaign,81,Fresher,
89b3d365-dcda-4dab-9aa8-f6dcf0ab86e1,Referral,Converted,19-09-2025,18-04-2025,4957,East,John,01-08-2025,Unqualified,Power BI,Follow-up Scheduled,Google Ads Campaign,57,Student,
0d580aed-d820-43ed-89c2-9baff6a2b66d,Social Media,Contacted,11-03-2025,25-07-2025,0,North,John,,Qualified,Power BI,Follow-up Scheduled,Referral Program,83,Working Professional,
5e6c4f52-c64f-44f7-b631-3056bdddf94e,Google Ads,Converted,19-01-2025,07-04-2025,4365,North,Mary,14-02-2025,Qualified,Power BI,Contacted,Organic Search,57,Fresher,
1ae2aa31-c9e8-465e-b11e-d96b92b73d6d,Referral,Lost,14-07-2025,14-07-2025,0,South,John,,Qualified,Salesforce,Contacted,Referral Program,94,Fresher,
69f13d34-7efd-4893-9aa5-b65a00679d26,Social Media,Converted,09-09-2025,20-02-2025,2258,East,Raj,14-05-2025,Qualified,Power BI,Follow-up Scheduled,Google Ads Campaign,84,Student,
81afe7b8-8b78-4cdc-96fe-0c9ef63f7ace,Social Media,Converted,04-03-2025,11-03-2025,4589,North,Raj,28-05-2025,Qualified,Data Analytics,Follow-up Scheduled,Referral Program,50,Working Professional,
d0dba772-4e17-4699-b868-9fa06c1f4388,Google Ads,Lost,07-06-2025,07-06-2025,0,East,Raj,,Qualified,Salesforce,Pending Follow-up,Referral Program,95,Fresher,
04003149-35e4-4cf8-b3ee-af5edb6f1495,Social Media,Converted,31-05-2025,06-02-2025,2184,South,Raj,01-09-2025,Qualified,Power BI,No Follow-up,Referral Program,82,Fresher,
9d716d82-3d4a-4efc-af67-951516bef323,Organic,Contacted,16-02-2025,03-08-2025,0,West,Raj,,Unqualified,Power BI,Pending Follow-up,Facebook Ads,32,Student,
1181a619-5d5f-4b8d-ac0f-9ac0e584643f,Social Media,Lost,02-02-2025,02-02-2025,0,West,Raj,,Qualified,Java Full Stack,Follow-up Scheduled,Organic Search,56,Working Professional,
d18f40e6-1ef9-4550-826e-f76c6c07154c,Referral,Converted,09-07-2025,20-02-2025,2707,South,John,20-02-2025,Unqualified,Java Full Stack,No Follow-up,Facebook Ads,72,Working Professional,
31699b2a-0891-44ca-a176-09609967e56f,Referral,Contacted,15-05-2025,03-02-2025,0,West,Mary,,Qualified,Power BI,No Follow-up,Organic Search,43,Student,
67a9fb9e-80cc-4db4-a0e3-98b1bf8dd7a8,Google Ads,Contacted,22-01-2025,02-01-2025,0,East,John,,Unqualified,Data Analytics,No Follow-up,Organic Search,48,Fresher,
8cc28bc7-938e-48b1-83fd-f86d9f7ea4e4,Referral,Contacted,10-07-2025,07-10-2025,0,West,John,,Unqualified,Power BI,Follow-up Scheduled,Referral Program,43,Student,
b65f525d-cb3b-4448-b391-1077f18ca8ef,Organic,Lost,08-03-2025,08-03-2025,0,South,Raj,,Unqualified,Data Analytics,No Follow-up,Organic Search,92,Student,
b89018d3-291d-4013-8f6b-5901b49b0242,Google Ads,Lost,18-06-2025,18-06-2025,0,East,Mary,,Qualified,Data Analytics,Pending Follow-up,Referral Program,49,Fresher,
6ac134d6-9ca7-4002-81e6-7a2940d2d25f,Social Media,Converted,15-07-2025,02-01-2025,4898,North,Mary,17-01-2025,Unqualified,Data Analytics,No Follow-up,Google Ads Campaign,61,Fresher,
d188ad35-6a25-49b0-9ea9-3b9540c27e36,Referral,Converted,26-01-2025,06-01-2025,4574,West,John,14-03-2025,Unqualified,Salesforce,Follow-up Scheduled,Google Ads Campaign,48,Fresher,
6492b445-9fb1-43f8-a4c7-f8b32b9cdcb3,Social Media,Contacted,23-01-2025,21-07-2025,0,West,Priya,,Unqualified,Power BI,Pending Follow-up,Facebook Ads,85,Working Professional,
68c23942-df9f-4c03-b212-9eab7a24e12b,Referral,Converted,19-05-2025,04-05-2025,2879,West,Mary,14-06-2025,Qualified,Salesforce,Follow-up Scheduled,Facebook Ads,61,Fresher,
fe5c85d4-abee-4293-b048-91a7364d3f2b,Referral,Contacted,14-07-2025,28-03-2025,0,South,Priya,,Unqualified,Power BI,Pending Follow-up,Facebook Ads,69,Fresher,
36df09ce-525e-4b2c-8a36-7f70076a1f4b,Social Media,Contacted,07-01-2025,12-02-2025,0,South,Raj,,Qualified,Java Full Stack,Follow-up Scheduled,Google Ads Campaign,62,Student,
e1e1525a-7231-4950-8039-0ae3d6d1705f,Referral,Contacted,18-02-2025,17-07-2025,0,East,Raj,,Unqualified,Power BI,Contacted,Facebook Ads,50,Working Professional,
df55242f-8fb4-4af7-a972-f4b152d5d6be,Referral,Converted,23-06-2025,02-02-2025,3106,North,Mary,28-09-2025,Unqualified,Java Full Stack,No Follow-up,Google Ads Campaign,83,Fresher,
515430b1-18b4-4b9f-9c1b-c511e116d99c,Google Ads,Contacted,14-01-2025,23-05-2025,0,South,Raj,,Qualified,Salesforce,Pending Follow-up,Organic Search,35,Working Professional,
c0457649-cef0-4ae1-9835-c1c1d1aabc6f,Social Media,Lost,19-01-2025,19-01-2025,0,West,John,,Unqualified,Data Analytics,Pending Follow-up,Facebook Ads,85,Student,
910465d3-e6d0-4ba7-a252-fefe0c77ecf1,Google Ads,Contacted,26-09-2025,20-03-2025,0,East,Raj,,Qualified,Salesforce,Contacted,Organic Search,48,Working Professional,
b967bbff-734d-40d5-9976-37232970c8d4,Social Media,Lost,31-07-2025,31-07-2025,0,South,Mary,,Unqualified,Power BI,Pending Follow-up,Referral Program,90,Working Professional,
c66c6145-6a86-4ca5-b660-61fbbd03fe46,Google Ads,Contacted,29-07-2025,27-02-2025,0,North,Raj,,Unqualified,Java Full Stack,No Follow-up,Organic Search,95,Working Professional,
6bf6abf8-fbc2-4b79-a0e2-864bb3599317,Social Media,Converted,19-01-2025,24-04-2025,4732,South,Mary,01-10-2025,Unqualified,Salesforce,No Follow-up,Organic Search,52,Fresher,
0c74fb30-9f88-48d2-a502-72873a82f3d8,Google Ads,Contacted,18-02-2025,19-07-2025,0,West,Mary,,Unqualified,Data Analytics,Pending Follow-up,Referral Program,47,Working Professional,
dbbbd40c-7776-439a-99d6-641f631966e6,Social Media,Converted,11-03-2025,01-06-2025,2281,East,Mary,06-09-2025,Unqualified,Java Full Stack,Contacted,Organic Search,33,Working Professional,
ddae06bf-758d-4669-9d9d-e8274a7a68b7,Google Ads,Converted,19-06-2025,23-07-2025,2943,West,Raj,22-02-2025,Qualified,Salesforce,Contacted,Organic Search,59,Fresher,
f2ec5ba0-bbc0-445b-9211-157b186b3613,Referral,Contacted,21-09-2025,27-09-2025,0,North,John,,Qualified,Power BI,Pending Follow-up,Google Ads Campaign,48,Working Professional,
289b1f8e-fd87-461d-824c-c755a34bc3e9,Google Ads,Contacted,13-03-2025,29-04-2025,0,East,Priya,,Qualified,Salesforce,No Follow-up,Facebook Ads,73,Working Professional,
3ec85b54-f67e-4a5e-805e-276c510bd348,Organic,Lost,08-08-2025,08-08-2025,0,East,Priya,,Unqualified,Salesforce,Contacted,Referral Program,53,Working Professional,
44495be8-01a0-4f66-b50c-525a8e70bd51,Organic,Lost,12-02-2025,12-02-2025,0,North,Priya,,Qualified,Java Full Stack,No Follow-up,Referral Program,50,Fresher,
73247b6d-52b4-4637-b95b-6a14eb388943,Google Ads,Converted,21-05-2025,25-09-2025,4347,East,Priya,08-06-2025,Qualified,Data Analytics,Pending Follow-up,Google Ads Campaign,68,Fresher,
beec5c1c-ef85-4ba2-a3b7-9d3ae692c55d,Social Media,Lost,16-08-2025,16-08-2025,0,South,Priya,,Qualified,Java Full Stack,No Follow-up,Organic Search,63,Working Professional,
c24a134b-49cd-4ca3-b260-e31864b5c6f8,Google Ads,Contacted,26-07-2025,19-06-2025,0,North,Priya,,Unqualified,Java Full Stack,Follow-up Scheduled,Facebook Ads,35,Student,
8c279586-e225-4087-83b6-27f2d5f021bb,Social Media,Lost,08-07-2025,08-07-2025,0,West,Priya,,Qualified,Data Analytics,Follow-up Scheduled,Referral Program,69,Fresher,
842f8167-28e6-47da-a2a7-813249a92f9c,Referral,Converted,10-08-2025,18-08-2025,3973,West,Priya,25-06-2025,Qualified,Power BI,Follow-up Scheduled,Google Ads Campaign,62,Fresher,
05510218-6592-493a-8ee0-e435696cd603,Google Ads,Lost,06-01-2025,06-01-2025,0,West,John,,Unqualified,Java Full Stack,No Follow-up,Google Ads Campaign,42,Fresher,
7f0153e5-3d1b-4c29-a3a2-8fcbdbea8854,Social Media,Converted,13-01-2025,18-06-2025,4995,North,Priya,02-05-2025,Qualified,Data Analytics,Contacted,Referral Program,34,Student,
7d1ccaa8-021d-4ee4-92f0-ce7b8e902363,Google Ads,Lost,05-09-2025,05-09-2025,0,West,Raj,,Qualified,Power BI,Contacted,Facebook Ads,66,Fresher,
93bb3aa7-a44a-4b5a-94c5-c70d48732569,Organic,Lost,07-04-2025,07-04-2025,0,West,Mary,,Qualified,Java Full Stack,Follow-up Scheduled,Google Ads Campaign,58,Student,
5eda1f67-a344-4647-a021-70cb5ac653e7,Organic,Contacted,15-01-2025,11-05-2025,0,West,Mary,,Unqualified,Data Analytics,No Follow-up,Organic Search,75,Student,
93a1aa7d-838e-4954-8ea3-419ab0b3a831,Google Ads,Lost,08-04-2025,08-04-2025,0,East,Priya,,Qualified,Salesforce,No Follow-up,Referral Program,59,Student,
c69465ea-094a-4aed-b0dc-d813baae9fe2,Social Media,Converted,19-06-2025,21-07-2025,2799,East,Mary,01-04-2025,Qualified,Data Analytics,No Follow-up,Facebook Ads,52,Working Professional,
b882fcbd-dac6-4106-a114-bf438bdbf097,Google Ads,Contacted,01-05-2025,23-04-2025,0,West,Mary,,Unqualified,Java Full Stack,No Follow-up,Referral Program,63,Working Professional,
eb394cd6-6f25-4a29-aa69-c90301e758cb,Social Media,Lost,13-01-2025,13-01-2025,0,North,Priya,,Qualified,Power BI,Pending Follow-up,Organic Search,38,Working Professional,
43de83d5-3315-4505-9326-4ae53a3ca223,Organic,Lost,25-04-2025,25-04-2025,0,East,John,,Unqualified,Power BI,Contacted,Facebook Ads,92,Working Professional,
00eef458-7686-4a5d-8e14-415cfad36eea,Google Ads,Converted,20-05-2025,30-01-2025,2914,North,Priya,30-05-2025,Qualified,Data Analytics,Pending Follow-up,Referral Program,75,Fresher,
a1253296-b408-4b55-a62e-55b8cf577399,Referral,Converted,27-02-2025,19-08-2025,4366,North,John,05-08-2025,Unqualified,Data Analytics,No Follow-up,Organic Search,92,Fresher,
23318e22-76c3-4e5f-9cff-6d454bc5c4f4,Social Media,Contacted,20-04-2025,06-06-2025,0,North,Mary,,Qualified,Java Full Stack,Pending Follow-up,Organic Search,82,Student,
3b9c16ed-c757-497f-b8cb-c45879052610,Social Media,Lost,27-03-2025,27-03-2025,0,North,Priya,,Unqualified,Salesforce,No Follow-up,Referral Program,57,Student,
e86eb246-4145-41da-9ac4-8995b3455372,Referral,Lost,12-03-2025,12-03-2025,0,East,John,,Unqualified,Salesforce,Follow-up Scheduled,Google Ads Campaign,58,Student,
af08f166-1aeb-42da-b95a-a8a3cdf252d8,Google Ads,Converted,26-04-2025,24-04-2025,4593,East,Mary,13-03-2025,Qualified,Java Full Stack,Pending Follow-up,Google Ads Campaign,73,Student,
80bf216e-3ba9-4668-b9d9-46b5107e5c3d,Google Ads,Contacted,30-03-2025,17-08-2025,0,West,Priya,,Qualified,Power BI,No Follow-up,Organic Search,95,Student,
38dbd019-a08c-444c-926a-a93fab528fd3,Social Media,Lost,21-01-2025,21-01-2025,0,South,John,,Unqualified,Salesforce,Pending Follow-up,Facebook Ads,53,Working Professional,
674d2840-b910-4b76-a7be-5680c5e1c45c,Google Ads,Converted,10-02-2025,31-01-2025,2763,North,Priya,09-06-2025,Qualified,Power BI,Contacted,Referral Program,37,Fresher,
e67e2a1d-57c2-4ef3-9507-c2be97a2f47f,Referral,Contacted,26-08-2025,18-09-2025,0,West,Mary,,Qualified,Power BI,Pending Follow-up,Google Ads Campaign,60,Working Professional,
ea6ab914-70df-4a0e-90dc-2fcc79602da5,Social Media,Converted,11-04-2025,08-01-2025,2220,East,Raj,29-05-2025,Unqualified,Data Analytics,No Follow-up,Facebook Ads,45,Student,
39889909-f24d-495d-8280-4b96f03e582f,Organic,Contacted,10-08-2025,04-08-2025,0,East,John,,Unqualified,Salesforce,Pending Follow-up,Facebook Ads,95,Working Professional,
88fa21a1-5b4c-4331-8669-a71419c593c8,Social Media,Lost,10-02-2025,10-02-2025,0,North,John,,Unqualified,Data Analytics,Follow-up Scheduled,Google Ads Campaign,48,Working Professional,
ab5166a6-ea7d-4473-89df-46ffec1ecaaa,Social Media,Contacted,22-05-2025,30-06-2025,0,East,Raj,,Qualified,Data Analytics,Pending Follow-up,Organic Search,50,Fresher,
e04e15ed-9ac9-4178-b2e6-202122a3b49a,Google Ads,Converted,17-03-2025,03-07-2025,2740,West,Raj,01-04-2025,Unqualified,Salesforce,No Follow-up,Google Ads Campaign,85,Working Professional,
b82ff6c3-b0e1-458f-a5dd-a4b0351f1eb7,Referral,Lost,19-03-2025,19-03-2025,0,North,Mary,,Unqualified,Data Analytics,No Follow-up,Google Ads Campaign,83,Working Professional,
2b055a7a-40b6-454a-a29b-1d923c4563ae,Organic,Lost,25-08-2025,25-08-2025,0,North,Raj,,Unqualified,Data Analytics,Pending Follow-up,Organic Search,65,Fresher,
e1470b4d-b2d9-4a5e-933e-9f18fa3dca30,Social Media,Contacted,29-09-2025,09-06-2025,0,South,Raj,,Qualified,Salesforce,Pending Follow-up,Organic Search,55,Working Professional,
7574ed70-26f8-41f6-8adb-416ebfe45fbb,Organic,Lost,06-10-2025,06-10-2025,0,West,Raj,,Qualified,Data Analytics,Follow-up Scheduled,Organic Search,69,Student,
0f05d1ae-eb15-43cb-8e23-72b4cbb548c1,Social Media,Lost,30-09-2025,30-09-2025,0,West,Priya,,Qualified,Salesforce,Follow-up Scheduled,Facebook Ads,90,Student,
4e5ccec3-d8e7-45fb-96da-4ee989247cc1,Google Ads,Lost,08-04-2025,08-04-2025,0,East,Raj,,Qualified,Java Full Stack,Pending Follow-up,Google Ads Campaign,59,Fresher,
5a16a700-0255-40c2-b429-6ca431a7b571,Social Media,Converted,12-02-2025,26-02-2025,2031,West,Mary,22-03-2025,Unqualified,Power BI,Pending Follow-up,Google Ads Campaign,95,Student,
1a62f410-0b4a-4607-9ae7-3d99ba44f3f7,Social Media,Lost,28-08-2025,28-08-2025,0,West,Priya,,Qualified,Power BI,Contacted,Facebook Ads,93,Fresher,
50ef4bca-563f-4bfe-8590-b83532eb8175,Social Media,Converted,01-09-2025,16-08-2025,4447,South,John,25-07-2025,Qualified,Salesforce,Pending Follow-up,Referral Program,90,Fresher,
b34043e3-b04d-410e-9ae7-418afb76d2f3,Social Media,Contacted,30-09-2025,05-05-2025,0,North,Priya,,Unqualified,Java Full Stack,No Follow-up,Referral Program,89,Working Professional,
9a36e236-f336-4528-88d5-4ef9ba432a98,Referral,Converted,03-10-2025,09-04-2025,3284,East,Raj,03-04-2025,Unqualified,Data Analytics,Pending Follow-up,Organic Search,42,Student,
f8abbfdd-0d8d-4d5a-9183-31531d445cfe,Organic,Contacted,11-07-2025,25-05-2025,0,West,Mary,,Unqualified,Java Full Stack,Pending Follow-up,Google Ads Campaign,72,Student,
ea8e9d9e-8b26-4e85-a229-908c977c9abb,Social Media,Converted,06-05-2025,13-07-2025,2219,East,John,21-03-2025,Qualified,Salesforce,Follow-up Scheduled,Facebook Ads,86,Student,
3183b411-97aa-4fdb-9a49-7b0c3fc855e7,Google Ads,Converted,11-04-2025,16-08-2025,2929,West,Priya,25-03-2025,Unqualified,Java Full Stack,No Follow-up,Google Ads Campaign,32,Fresher,
d3d55b62-1433-4ca2-b800-62b9d6d03ffd,Organic,Converted,06-02-2025,07-02-2025,4048,East,Raj,01-01-2025,Qualified,Power BI,Contacted,Organic Search,49,Student,
d45769c8-e53d-481f-8992-7b727952e224,Social Media,Converted,16-10-2025,07-10-2025,4221,West,Mary,30-01-2025,Unqualified,Java Full Stack,Follow-up Scheduled,Facebook Ads,33,Student,
c6137ac9-23b4-4a6f-8c58-7633cbcde7cb,Organic,Contacted,12-07-2025,22-06-2025,0,East,Raj,,Qualified,Java Full Stack,Pending Follow-up,Organic Search,72,Student,
0df1a3f8-baa3-4203-aa68-2a7dbf9a9734,Google Ads,Lost,08-04-2025,08-04-2025,0,West,Priya,,Qualified,Data Analytics,No Follow-up,Facebook Ads,81,Working Professional,
0c671df2-a836-4fe4-891b-8ba4c67c9285,Referral,Contacted,23-08-2025,03-07-2025,0,South,Mary,,Qualified,Power BI,Contacted,Facebook Ads,83,Student,
ba7ab0bf-97e4-4e4e-b685-745c32388728,Organic,Converted,27-02-2025,14-06-2025,3713,South,John,14-10-2025,Qualified,Data Analytics,Follow-up Scheduled,Google Ads Campaign,86,Fresher,
2cf0601d-2a63-4fec-af79-1b5832db68d1,Google Ads,Contacted,13-04-2025,20-02-2025,0,East,Priya,,Qualified,Power BI,Contacted,Referral Program,91,Fresher,
44a3acbc-9186-4835-8a84-ecf73f63aa69,Organic,Contacted,22-01-2025,26-03-2025,0,West,Priya,,Qualified,Power BI,Follow-up Scheduled,Facebook Ads,35,Working Professional,
c3ddc407-f8ae-4342-8fde-aab9dd75846c,Referral,Converted,19-04-2025,25-03-2025,3791,North,John,16-08-2025,Unqualified,Java Full Stack,No Follow-up,Organic Search,62,Student,
d740d44b-43c7-4078-b50f-2ac7c8844d90,Referral,Converted,19-01-2025,02-01-2025,3753,West,Raj,30-07-2025,Qualified,Power BI,Pending Follow-up,Referral Program,50,Student,
138ce4cb-cbb8-4fe7-8b97-b97edefffdc3,Organic,Contacted,16-04-2025,18-06-2025,0,West,Raj,,Qualified,Power BI,No Follow-up,Organic Search,56,Working Professional,
e7210748-8f90-45a4-b9a4-1aa621a6ee4f,Referral,Converted,13-04-2025,15-05-2025,2330,West,Priya,03-07-2025,Unqualified,Salesforce,Follow-up Scheduled,Organic Search,39,Student,
cbfd1b97-6303-431b-a983-fd0c078e45d4,Google Ads,Converted,03-03-2025,30-05-2025,4920,West,Mary,19-02-2025,Qualified,Salesforce,Follow-up Scheduled,Google Ads Campaign,92,Fresher,
fe9d27c5-5ce2-4755-8a89-ddbfebc8a6d6,Social Media,Contacted,14-03-2025,06-09-2025,0,South,John,,Unqualified,Data Analytics,Follow-up Scheduled,Organic Search,88,Fresher,
39e743a2-d3ce-470c-95ca-d79e4df7c340,Organic,Lost,09-01-2025,09-01-2025,0,East,Raj,,Qualified,Java Full Stack,Follow-up Scheduled,Google Ads Campaign,86,Student,
f414a32d-ea9a-412e-9bcf-9a265d2abf4f,Google Ads,Lost,14-07-2025,14-07-2025,0,North,Raj,,Qualified,Salesforce,Contacted,Google Ads Campaign,50,Student,
9edef337-caee-43dc-b839-20bd724fae58,Social Media,Converted,06-06-2025,12-10-2025,3272,South,Priya,03-04-2025,Unqualified,Data Analytics,Pending Follow-up,Facebook Ads,57,Student,
ff8bc6b3-644a-48fb-b6f1-bd8679b9e61f,Referral,Converted,20-02-2025,13-02-2025,3429,East,John,15-06-2025,Unqualified,Salesforce,Pending Follow-up,Organic Search,50,Student,
1f43854c-51ad-461c-9672-e93928b6e217,Social Media,Lost,07-05-2025,07-05-2025,0,North,Raj,,Qualified,Power BI,Pending Follow-up,Facebook Ads,91,Working Professional,
978ad17c-c211-403b-9838-3f3e3f0fffb7,Referral,Contacted,26-02-2025,30-09-2025,0,South,Priya,,Unqualified,Salesforce,Pending Follow-up,Google Ads Campaign,37,Fresher,
28a60798-cf5f-4e6f-a937-e538ecde7d14,Social Media,Converted,20-06-2025,15-10-2025,3022,West,Raj,31-01-2025,Unqualified,Salesforce,No Follow-up,Organic Search,70,Student,
f521cc52-052d-436a-b1d9-dab77c2e4b18,Social Media,Contacted,07-07-2025,21-04-2025,0,South,Raj,,Qualified,Java Full Stack,Pending Follow-up,Referral Program,94,Working Professional,
0111b68d-6833-40f6-aa97-129aa8d0db5e,Referral,Converted,15-08-2025,12-06-2025,2603,South,Mary,19-04-2025,Qualified,Power BI,No Follow-up,Organic Search,86,Fresher,
20e017b3-abbb-4ae7-a219-4a5ddf95aa36,Google Ads,Contacted,20-01-2025,27-04-2025,0,West,Mary,,Unqualified,Java Full Stack,No Follow-up,Google Ads Campaign,89,Student,
4072c576-19b8-4e50-add3-dcc3ff0e7bed,Social Media,Lost,23-04-2025,23-04-2025,0,West,John,,Qualified,Power BI,Contacted,Facebook Ads,88,Working Professional,
1f18b93f-dd3c-43e5-a675-833ba3745f1b,Referral,Contacted,19-05-2025,08-03-2025,0,East,John,,Qualified,Salesforce,No Follow-up,Google Ads Campaign,74,Working Professional,
